2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0, nil, 0 us, 669, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.40, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.9/mdtest_tree.40, nil, 0 us, 4195022, 677
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.41, nil, 0 us, 679, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.42, nil, 0 us, 4195023, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.10/mdtest_tree.44, nil, 0 us, 680, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11, nil, 0 us, 4195024, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.45, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.45, nil, 0 us, 8389293, 4195024
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46, nil, 0 us, 681, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.46, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.46, nil, 0 us, 681, 4195024
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.47, nil, 0 us, 4195025, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.47, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.47, nil, 0 us, 4195025, 4195024
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.48, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.11/mdtest_tree.48, nil, 0 us, 8389294, 4195024
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12, nil, 0 us, 682, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.49, nil, 0 us, 4195026, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.49, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.49, nil, 0 us, 4195026, 682
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.50, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.50, nil, 0 us, 8389295, 682
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51, nil, 0 us, 683, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.51, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.51, nil, 0 us, 683, 682
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.52, nil, 0 us, 4195027, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.52, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.2/mdtest_tree.12/mdtest_tree.52, nil, 0 us, 4195027, 682
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.3, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3, nil, 0 us, 8389296, 4195013
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13, nil, 0 us, 684, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.53, nil, 0 us, 4195028, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.53, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.53, nil, 0 us, 4195028, 684
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.54, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.54, nil, 0 us, 8389297, 684
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55, nil, 0 us, 685, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.55, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.55, nil, 0 us, 685, 684
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.56, nil, 0 us, 4195029, 0
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.56, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.13/mdtest_tree.56, nil, 0 us, 4195029, 684
2023-09-27 19:26:18 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/mdtest_tree.57, nil, 0 us, 686, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/mdtest_tree.58, nil, 0 us, 4195030, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.14/mdtest_tree.60, nil, 0 us, 687, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15, nil, 0 us, 4195031, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.61, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.61, nil, 0 us, 8389300, 4195031
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.62, nil, 0 us, 688, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.62, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.62, nil, 0 us, 688, 4195031
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.63, nil, 0 us, 4195032, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.63, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.63, nil, 0 us, 4195032, 4195031
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.64, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.15/mdtest_tree.64, nil, 0 us, 8389301, 4195031
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16, nil, 0 us, 689, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.65, nil, 0 us, 4195033, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.65, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.65, nil, 0 us, 4195033, 689
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.66, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.66, nil, 0 us, 8389302, 689
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.67, nil, 0 us, 690, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.67, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.67, nil, 0 us, 690, 689
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.68, nil, 0 us, 4195034, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.68, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.3/mdtest_tree.16/mdtest_tree.68, nil, 0 us, 4195034, 689
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.4, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4, nil, 0 us, 8389303, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17, nil, 0 us, 691, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.69, nil, 0 us, 4195035, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.69, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.69, nil, 0 us, 4195035, 691
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.70, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.70, nil, 0 us, 8389304, 691
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.71, nil, 0 us, 692, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.71, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.71, nil, 0 us, 692, 691
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.72, nil, 0 us, 4195036, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.72, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.17/mdtest_tree.72, nil, 0 us, 4195036, 691
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.18/mdtest_tree.73, nil, 0 us, 693, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.18/mdtest_tree.74, nil, 0 us, 4195037, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.18/mdtest_tree.76, nil, 0 us, 694, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19, nil, 0 us, 4195038, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.77, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.77, nil, 0 us, 8389307, 4195038
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.78, nil, 0 us, 695, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.78, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.78, nil, 0 us, 695, 4195038
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.79, nil, 0 us, 4195039, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.79, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.79, nil, 0 us, 4195039, 4195038
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.80, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.19/mdtest_tree.80, nil, 0 us, 8389308, 4195038
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20, nil, 0 us, 696, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.81, nil, 0 us, 4195040, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.81, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.81, nil, 0 us, 4195040, 696
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.82, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.82, nil, 0 us, 8389309, 696
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.83, nil, 0 us, 697, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.83, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.83, nil, 0 us, 697, 696
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.84, nil, 0 us, 4195041, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, mdtest_tree.84, /out/test-dir.0-0/mdtest_tree.0/mdtest_tree.4/mdtest_tree.20/mdtest_tree.84, nil, 0 us, 4195041, 696
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, dir.mdtest.0.0, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.0, nil, 0 us, 8389310, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.1, nil, 0 us, 698, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, dir.mdtest.0.1, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.1, nil, 0 us, 698, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.2, nil, 0 us, 4195042, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, dir.mdtest.0.2, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.2, nil, 0 us, 4195042, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, dir.mdtest.0.3, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.3, nil, 0 us, 8389311, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.4, nil, 0 us, 699, 0
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateDentry, dir.mdtest.0.4, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.4, nil, 0 us, 699, 4195013
2023-09-27 19:26:19 CST, 172.16.1.103:46824, ltptest, OpMetaCreateInode, nil, /out/test-dir.0-0/mdtest_tree.0/dir.mdtest.0.5, nil, 0 us, 4195043, 0
